iter	Logloss
175	0.4581371266
176	0.4577833511
177	0.457459783
178	0.4570709048
179	0.4567399218
180	0.4564501206
181	0.4561098703
182	0.455810222
183	0.4553540491
184	0.4548636506
185	0.4548232394
186	0.4544719009
187	0.4539020836
188	0.4533707499
189	0.4531804478
190	0.4526547533
191	0.4523641131
192	0.4519945646
193	0.4515227706
194	0.4512609588
195	0.4510374208
196	0.4505357724
197	0.4500972602
198	0.449664431
199	0.4492511131
200	0.4489609316
201	0.4484571328
202	0.4482799548
203	0.4480151411
204	0.4476857824
205	0.4473124265
206	0.4468508174
207	0.4465261635
208	0.4461856969
209	0.4457151486
210	0.4453121425
211	0.4451108663
212	0.4447121058
213	0.4443450941
214	0.4440534575
215	0.4436504815
216	0.4434052917
217	0.4429846297
218	0.4427555831
219	0.4425812948
220	0.4422409021
221	0.4420351439
222	0.4417059589
223	0.4413415155
224	0.4409436998
225	0.4404071024
226	0.4401481955
227	0.4398973978
228	0.4397244632
229	0.4393293204
230	0.4389714237
231	0.4388479088
232	0.4387083007
233	0.4385275509
234	0.4382719854
235	0.4380609618
236	0.4377568373
237	0.4373731848
238	0.4371639407
239	0.4366951724
240	0.4364286153
241	0.4361565826
242	0.4357870086
243	0.435690921
244	0.4354289137
245	0.4349767032
246	0.4343488611
247	0.434051939
248	0.4337655723
249	0.4333605109
250	0.4331400014
251	0.4326650267
252	0.4324982191
253	0.432165785
254	0.4318460601
255	0.4315232052
256	0.4312719633
257	0.4310500497
258	0.4306281256
259	0.430449447
260	0.4301604992
261	0.4300004016
262	0.4295262296
263	0.4293277012
264	0.4291015774
265	0.4288897796
266	0.4286039385
267	0.4284042295
268	0.4281146976
269	0.4279363664
270	0.4277598565
271	0.427475089
272	0.4273743465
273	0.4272184376
274	0.4269949284
275	0.4267081238
276	0.4262952124
277	0.4260835731
278	0.4257044841
279	0.425490547
280	0.4250206128
281	0.4247381109
282	0.4245087555
283	0.4242822958
284	0.424054275
285	0.4237516111
286	0.4234552433
287	0.4231922017
288	0.4227618942
289	0.4223005573
290	0.4221975771
291	0.421845152
292	0.4213642027
293	0.4211843059
294	0.4210430582
295	0.4208449389
296	0.4206610161
297	0.4205603052
298	0.42031485
299	0.4199780712
300	0.4197339283
301	0.4195238683
302	0.4193068427
303	0.4190479528
304	0.4188126437
305	0.4186136293
306	0.4184978304
307	0.4180788529
308	0.4178532687
309	0.4175924431
310	0.4174134146
311	0.417125532
312	0.4170349835
313	0.4169187623
314	0.4166733478
315	0.4163555372
316	0.4159269593
317	0.4156416477
318	0.4153569995
319	0.4152238275
320	0.4151689255
321	0.4149746535
322	0.4147799426
323	0.414392967
324	0.4141732432
325	0.4137928077
326	0.4137176193
327	0.413376888
328	0.4132493113
329	0.4131921455
330	0.4131049784
331	0.4129795826
332	0.4127780638
333	0.4125308002
334	0.4124219463
335	0.412272003
336	0.4121267442
337	0.4119676171
338	0.4119199195
339	0.4117103164
340	0.4115319927
341	0.4113779833
342	0.4111737418
343	0.4109200147
344	0.410762968
345	0.4106946747
346	0.4105694253
347	0.4101543731
348	0.4099405861
349	0.4096640542
350	0.4093916411
351	0.4092753847
352	0.4091137907
353	0.4086234252
354	0.4083649327
355	0.4081669407
356	0.408030479
357	0.407954467
358	0.4076938568
359	0.4074671956
360	0.4073196197
361	0.407142943
362	0.4068994554
363	0.4067304237
364	0.4065677957
365	0.4064814075
366	0.4062332947
367	0.4059596374
368	0.405737067
369	0.4056032381
370	0.4053653727
371	0.4051525059
372	0.4049595112
373	0.4047486556
374	0.404631497
375	0.4045057211
376	0.4043310545
377	0.4037806927
378	0.4035116522
379	0.4034201587
380	0.4033399562
381	0.4031875606
382	0.4030602107
383	0.4024991015
384	0.4023166065
385	0.4019834653
386	0.4017465281
387	0.4016275813
388	0.4015250919
389	0.4014455262
390	0.4012950919
391	0.4010475854
392	0.4009212283
393	0.4008486336
394	0.4007314442
395	0.4005662056
396	0.4004503574
397	0.3999921483
398	0.3998784096
399	0.3997374649
400	0.3996516273
401	0.3995590582
402	0.3993699479
403	0.3990889622
404	0.3989603956
405	0.398870198
406	0.3987008104
407	0.3985775974
408	0.3982994764
409	0.3980480596
410	0.3980242376
411	0.3977598815
412	0.3974723904
413	0.3972570059
414	0.3971511995
415	0.3969576115
416	0.3968711086
417	0.3966602384
418	0.3965429817
419	0.3962684222
420	0.3961170649
421	0.3959980566
422	0.3957360216
423	0.3953919798
424	0.3948801429
425	0.3947284503
426	0.3943301229
427	0.3942652112
428	0.3939890564
429	0.3939256781
430	0.3938300401
431	0.3935857278
432	0.3935135861
433	0.3932212221
434	0.3931061887
435	0.3930824951
436	0.3929942365
437	0.3928780832
438	0.3927522083
439	0.3925828986
440	0.3923757284
441	0.3921886529
442	0.392039579
443	0.3918550238
444	0.3916395542
445	0.3914972362
446	0.391288483
447	0.3910811847
448	0.3905141002
449	0.3902261163
450	0.3901548149
451	0.3900285835
452	0.3898650024
453	0.3894374595
454	0.3893340519
455	0.389256125
456	0.3890200563
457	0.3887182975
458	0.3885513777
459	0.3885042666
460	0.3883728547
461	0.3882194377
462	0.3880283361
463	0.3879845463
464	0.3878895432
465	0.3877492864
466	0.38758061
467	0.3874873315
468	0.387392418
469	0.3868619737
470	0.3868168259
471	0.386739624
472	0.3865814527
473	0.3863001331
474	0.3860831077
475	0.3859795859
476	0.3858824883
477	0.3857302171
478	0.3855233167
479	0.3854399756
480	0.3853657468
481	0.3852449374
482	0.3850965087
483	0.3849612841
484	0.3849310608
485	0.384770402
486	0.3846423048
487	0.3845679552
488	0.3844517451
489	0.3842030956
490	0.3840295672
491	0.3837025171
492	0.3835472439
493	0.3831981456
494	0.3830340183
495	0.382900953
496	0.3827585768
497	0.3824390235
498	0.3822579482
499	0.3820910523
500	0.3818872121
501	0.3818177162
502	0.3815493971
503	0.3814135407
504	0.3812845932
505	0.3812337102
506	0.3811365754
507	0.3809166606
508	0.3807884387
509	0.380583244
510	0.3805152364
511	0.3804074106
512	0.3801630201
513	0.3800164899
514	0.3799349132
515	0.3796684334
516	0.379458707
517	0.3792045767
518	0.3791467258
519	0.3788973071
520	0.3788276175
521	0.3786676915
522	0.3785366027
523	0.3784974749
524	0.3783155833
525	0.3780886108
526	0.3778954492
527	0.3777042715
528	0.3775398353
529	0.3772445881
530	0.3771390436
531	0.3769840058
532	0.3768409242
533	0.3766717835
534	0.3764520738
535	0.3762029139
536	0.3759833521
537	0.3758434579
538	0.3756426133
539	0.3753945738
540	0.3752617253
541	0.3750706089
542	0.3749692343
543	0.3748806241
544	0.3746654212
545	0.3745976703
546	0.3743218939
547	0.3741366699
548	0.3740022423
549	0.3738457011
550	0.3737819259
551	0.3735631843
552	0.3734473472
553	0.3733435
554	0.3732095271
555	0.3730276169
556	0.3729536713
557	0.3726586609
558	0.3725024861
559	0.3723622044
560	0.3721043971
561	0.3718514093
562	0.3717510642
563	0.3716254465
564	0.3714129491
565	0.3711970201
566	0.371028283
567	0.3708383981
568	0.3706686043
569	0.3702734725
570	0.3700467279
571	0.3699470359
572	0.369901921
573	0.3694622645
574	0.3693288346
575	0.3691169887
576	0.3689769587
577	0.3688271938
578	0.3685035146
579	0.3682062156
580	0.3680751454
581	0.3678456214
582	0.3677105648
583	0.3675251182
584	0.3673756956
585	0.3671008315
586	0.3668939654
587	0.3666483672
588	0.3665734551
589	0.366418965
590	0.3662861398
591	0.3661547803
592	0.3660010209
593	0.3656789205
594	0.3652323402
595	0.364943
596	0.3646862903
597	0.364324256
598	0.364163583
599	0.3637741352
600	0.3636148076
601	0.363419656
602	0.3630707993
603	0.3627039
604	0.3623611031
605	0.36215731
606	0.3620245552
607	0.3617633321
608	0.3616535941
609	0.3614312662
610	0.3611955256
611	0.3610893763
612	0.3608287406
613	0.360692663
614	0.3605450686
615	0.3604110019
616	0.3601800589
617	0.3599939915
618	0.3598698754
619	0.3597819026
620	0.3596233631
621	0.3596057599
622	0.3593817486
623	0.3591613484
624	0.3590458242
625	0.3589261782
626	0.3586939741
627	0.358686379
628	0.3585148673
629	0.3582768998
630	0.3580910513
631	0.3579616237
632	0.3577943573
633	0.3576113126
